provenance_row_id,form_name,field,source_value,source_concept_name,standard_concept_id,source_concept_code,source_lookup_uri,target_omop_uri
prov-2157,Eligibility Form,observation_source_value,ec_significant_organ_impairment,"Significant impairment of major organ function (lung, heart, liver, kidney) or any condition that, in the opinion of the Investigator, would jeopardize the participant's safety following exposure to the study drug.",,,,
prov-2158,Eligibility Form,observation_source_value,ec_thyroid,Uncontrolled thyroid disease as per PI or medically responsible investigator.,,,,
prov-2159,Eligibility Form,observation_source_value,ec_tobacco_use,Current smoker or tobacco use within 3 months.,,,,
prov-2160,Eligibility Form,observation_source_value,ec_tuberculosis,Known active tuberculosis. Participants with untreated latent tuberculosis (LTB) will not be excluded but will be evaluated by an infectious disease (I.D.) consultant and may become eligible for trial based on infectious disease consultant recommendations.,,,,
prov-2161,Eligibility Form,observation_source_value,exclusion_abnl_cbc,"WBC <2500/&mu;L or ANC <1,000/&mu;L, Hgb <9.0 g/dL or platelets <70,000/&mu;L or absolute lymphocyte count < 500/&mu;L.",,,,
prov-2162,Eligibility Form,observation_source_value,exclusion_renal_disease,Participants with active renal or central nervous system disease or a high activity level in any organ system (except articular) in ESSDAI 54.,,,,
prov-2163,Eligibility Form,observation_source_value,ic_able_swallow_and_retain_oral_med,Ability to take oral medication and be willing to adhere to the study intervention regimen,,,,
prov-2164,Eligibility Form,observation_source_value,ic_birth_control,"Males and females with potential for reproduction must agree to practice effective birth control measures. Females should be on adequate contraception if they are of child-bearing potential documented by a clinician, unless participants or spouse have previously undergone a sterilization procedure. Adequate birth control measures are: intrauterine device (IUD) alone or hormone implants, hormone patches, injectable, or oral contraceptives plus a barrier method (male condom, female condom or diaphragm), abstinence or a vasectomized partner.",,,,
prov-2165,Eligibility Form,observation_source_value,ic_complete_study,Stated willingness to comply with all study procedures and availability for the duration of the study.,,,,
prov-2166,Eligibility Form,observation_source_value,ic_ec_completed_by,Screened by:,,,,
prov-2167,Eligibility Form,observation_source_value,ic_ec_eligible,Eligible to be randomized:,,,,
prov-2168,Eligibility Form,observation_source_value,ic_ec_randomization,Randomization ID:,,,,
prov-2169,Eligibility Form,observation_source_value,ic_enrollment,"Participation and enrollment in companion protocol, 15-D-0051, Characterization of Diseases with Salivary Gland Involvement",,,,
prov-2170,Eligibility Form,observation_source_value,ic_glucocorticoids,"If on glucocorticoids, the dose must be less than 10 mg daily and stable for the 4 weeks (28 days) prior to screening visit",,,,
prov-2171,Eligibility Form,observation_source_value,ic_hydroxychloroquine,"If on hydroxychloroquine or other antimalarials such as chloroquine or quinacrine, the dose must have been stable for the 12 weeks (96 days) prior to screening visit. The maximum allowed dose is hydroxychloroquine up to 400 mg/day or 6.5 mg/kg/day if more than 400 mg/day. The maximum allowed dose for chloroquine phosphate is up to 500 mg daily and for quinacrine up to 100 mg daily.",,,,
prov-2172,Eligibility Form,observation_source_value,ic_life_style_change_agree,Agreement to adhere to Lifestyle Considerations (see section 5.4) throughout study duration,,,,
prov-2173,Eligibility Form,observation_source_value,ic_lipid_lowering_meds,Participants may be on lipid lowering medications if initiated at least 3 months prior to the screening visit and dose must be stable for 4 weeks (28 days) prior to study entry.,,,,
prov-2174,Eligibility Form,observation_source_value,ic_meet_aecg_criteria_prim_sjogren,Meets the 2002 American European Consensus Group classification criteria for primary Sj�gren's Syndrome or2016 American College of Rheumatology/European League against Rheumatism Classification Criteria (ACR-EULAR) with mild to moderate disease activity defined as ESSDAI between 0 to 13 at the screening visit and >0 ml/min/gland stimulated saliva flow.,,,,
prov-2175,Eligibility Form,observation_source_value,ic_will_able_provide_info_consent,Ability of participant to understand and the willingness to sign a written informed Consent document.,,,,
prov-2176,Eligibility Form V4,observation_source_value,ec_mace_hx,"Participants with known increased risk factors for major adverse cardiac event (MACE) including a history of: &bull;Ischemic heart disease (e.g., history of acute myocardial infarction) &bull;Heart failure &bull;Cardiomyopathy &bull;Severe valvular heart disease &bull;Significant arrhythmias &bull;Chronic renal failure &bull;Cerebrovascular accident or transient ischemic attack &bull;Uncontrolled diabetes mellitus &bull;Uncontrolled hypertension",,,,
prov-2177,EndoPat Test,measurement_source_value,endo_pat_ai,Augmentation Index,,,,
prov-2178,EndoPat Test,measurement_source_value,endo_pat_ai_75,Augmentation Index at pulse of 75,,,,
prov-2179,EndoPat Test,measurement_source_value,endo_pat_ai_p1,Augmentation Index at Pressure 1,,,,
prov-2180,EndoPat Test,measurement_source_value,endo_pat_ai_p2,Augmentation Index at Pressure 2,,,,
prov-2181,EndoPat Test,observation_source_value,endo_pat_analysis_time,Analysis Time,,,,
prov-2182,EndoPat Test,measurement_source_value,endo_pat_log_react_hyperemia,Log transformation of Reactive Hyperemia Index (LnRHI),,,,
prov-2183,EndoPat Test,measurement_source_value,endo_pat_react_hyperemia,Reactive Hyperemia Index,,,,
prov-2184,EndoPat Test,observation_source_value,endo_pat_time,Recording Time,,,,
prov-2185,EndoPat Test,observation_source_value,endo_pat_warning,Warning/Errors,,,,
prov-2186,EndoPat Test,measurement_source_value,endopat_occlusion_dur,Occlusion duration,,,,
prov-2187,Enrollment Log,observation_source_value,date_consent_icf_version,Date of Consent ICF Version (mm/dd/yyyy),,,,
prov-2188,Enrollment Log,observation_source_value,date_reconsent_icf_version,Date of Re-Consent ICF Version (mm/dd/yyyy),,,,
prov-2189,Enrollment Log,observation_source_value,enrollment_status_done,Enrollment Status,,,,
prov-2190,Enrollment Log,observation_source_value,exclusion_reason_num,Reason of Exclusion *enter exclusion number,,,,
prov-2191,Enrollment Log,observation_source_value,randomizatiion_number,Randomization number,,,,
prov-2192,Enrollment Log,observation_source_value,rescreen_date,Date of Re-Screen (mm/dd/yyyy),,,,
prov-2193,Enrollment Log,observation_source_value,rescreen_fail,Re-Screen Failure,,,,
prov-2194,Enrollment Log,observation_source_value,screen_fail,Screen Failure,,,,
prov-2195,Enrollment Log,observation_source_value,screening_number,Screening Number,,,,
prov-2196,Enrollment Log,observation_source_value,spit_number,Spit Number,,,,
prov-2197,ESSDAI,measurement_source_value,articular_domain,Atricular Domain,,,,
prov-2198,ESSDAI,measurement_source_value,biological_domain,Biological Domain,,,,
prov-2199,ESSDAI,measurement_source_value,cns,Central Nervous System Domain,,,,
prov-2200,ESSDAI,measurement_source_value,constitutional,Constitutional Domain,,,,
prov-2201,ESSDAI,measurement_source_value,cutaneous,Cutaneous Domain,,,,
prov-2202,ESSDAI,measurement_source_value,dry_eye,Ocular dryness severity (last 2 weeks),,,,
prov-2203,ESSDAI,measurement_source_value,dry_inside_nose,Nasal dryness severity (last 2 weeks),,,,
prov-2204,ESSDAI,measurement_source_value,dry_mouth,Oral dryness severity (last 2 weeks),,,,
prov-2205,ESSDAI,observation_source_value,dry_symp_most_improve,Dryness symptom most in need of improvement,,,,
prov-2206,ESSDAI,measurement_source_value,dryness,Dryness severity (last 2 weeks),,,,
prov-2207,ESSDAI,observation_source_value,dryness_rank,Dryness rank,,,,
prov-2208,ESSDAI,condition_source_value,Fatigue,Fatigue,,,,
prov-2209,ESSDAI,measurement_source_value,gland_swell,Glandular Domain,,,,
prov-2210,ESSDAI,measurement_source_value,hema_lphdenopthy,Lymphadenopathy Domain,,,,
prov-2211,ESSDAI,measurement_source_value,mental_fatigue,Mental fatigue severity (last 2 weeks),,,,
prov-2212,ESSDAI,observation_source_value,mental_fatigue_rank,Mental fatigue rank,,,,
prov-2213,ESSDAI,measurement_source_value,muscular_domain,Muscular Domain,,,,
prov-2214,ESSDAI,measurement_source_value,neuro_peripheral,Peripheral Nervous System Domain,,,,
prov-2215,ESSDAI,measurement_source_value,sjgrns_symp,Overall Sjögren's syndrome severity (last 2 weeks),,,,
prov-2216,ESSDAI,observation_source_value,sjgrns_symp_need_improve,Symptom most in need of improvement,,,,
prov-2217,ESSDAI,measurement_source_value,tracheal_dry,Tracheal dryness severity (last 2 weeks),,,,
prov-2218,Eye Examination,observation_source_value,eye_exam_done,Eye Examination Done,,,,
prov-2219,Eye Examination,observation_source_value,eye_exam_type,Type of exam,,,,
prov-2220,Eye Examination,measurement_source_value,oxford_l,Oxford Score (0-10),,,,
prov-2221,Eye Examination,measurement_source_value,oxford_r,Oxford Score (0-10),,,,
prov-2222,Eye Examination,measurement_source_value,sch_l,Schirmer's test without anesthetic (mm/5min),,,,
prov-2223,Eye Examination,measurement_source_value,sch_r,Schirmer's test without anesthetic (mm/5min),,,,
prov-2224,Eye Examination,measurement_source_value,schwa_l,Schirmer's test with local anesthetic (mm/10min),,,,
prov-2225,Eye Examination,measurement_source_value,schwa_r,Schirmer's test with local anesthetic (mm/10min),,,,
prov-2226,Eye Examination,measurement_source_value,tbut_l,Tear Breakup Time (TBUT) (seconds),,,,
prov-2227,Eye Examination,measurement_source_value,tbut_r,Tear Breakup Time (TBUT) (seconds),,,,
prov-2228,Eye Examination,measurement_source_value,vanb_l,Van Bijsterveld Score (0-9),,,,
prov-2229,Eye Examination,measurement_source_value,vanb_r,Van Bijsterveld Score (0-9),,,,
prov-2230,Eye Examination Worksheet,measurement_source_value,osdi_score,OSDI Score (0-100),,,,
prov-2231,Eye Examination Worksheet,observation_source_value,punctal_plug_when_left_eye,"If yes for plugs, when (allow for month/year or year only)",,,,
prov-2232,Eye Examination Worksheet,observation_source_value,punctal_plug_when_right_eye,"If yes for plugs, when (allow for month/year or year only)",,,,
prov-2233,Family History,observation_source_value,family_hx_hypertension,Hypertension,,,,
prov-2234,Family History,observation_source_value,family_hx_memo,Comments,,,,
prov-2235,Family History,observation_source_value,fmly_hx_autoimmune_othr,Other autoimmune disease,,,,
prov-2236,Family History,observation_source_value,fmly_hx_autoimmune_othr_spfy,"If yes, specify Other",,,,
prov-2237,Family History,observation_source_value,fmly_hx_rheumatoid_arthrtis,Rheumatoid arthritis,,,,
prov-2238,Family History,observation_source_value,fmly_hx_sjogrens,Sjogren's syndrome,,,,
prov-2239,Family History,observation_source_value,fmly_hx_sjogrens_relative,Family Member with Sjogren's syndrome,,,,
prov-2240,Family History,observation_source_value,fmly_hx_vasculitis,Vasculitis,,,,
prov-2241,Family History,observation_source_value,fmly_hx_vasculitis_relative,Family Member with Vasculitis,,,,
prov-2242,Family History,observation_source_value,mult_sclerosis,Multiple sclerosis,,,,
prov-2243,Family History,observation_source_value,polymyositis_relative,Family Member with Polymyositis/Dermatomyositis,,,,
prov-2244,Family History,observation_source_value,thyroid_disease,Thyroid disease,,,,
prov-2245,Family History,observation_source_value,watr_sprt_hobby_dys,Family Member with SLE,,,,
prov-2246,Fatigue Severity Scale (FSS),measurement_source_value,fss_among_3_disablng_sx,Fatigue is among my most disabling symptoms.,,,,
prov-2247,Fatigue Severity Scale (FSS),measurement_source_value,fss_cause_freq_prob,Fatigue causes frequent problems for me.,,,,
prov-2248,Fatigue Severity Scale (FSS),measurement_source_value,fss_easily_fatigue,I am easily fatigued.,,,,
prov-2249,Fatigue Severity Scale (FSS),measurement_source_value,fss_exercise_brings,Exercise brings on my fatigue.,,,,
prov-2250,Fatigue Severity Scale (FSS),measurement_source_value,fss_global_fatigue,Please select a number on the number line which describes your global fatigue with 0 being the worst and 10 being normal.,,,,
prov-2251,Fatigue Severity Scale (FSS),measurement_source_value,fss_interferes_duties,Fatigue interferes with carrying out certain duties and responsibilities.,,,,
prov-2252,Fatigue Severity Scale (FSS),measurement_source_value,fss_interferes_phys_fnctn,Fatigue interferes with my physical functioning.,,,,
prov-2253,Fatigue Severity Scale (FSS),measurement_source_value,fss_interferes_work,"Fatigue interferes with my work, family, or social life.",,,,
prov-2254,Fatigue Severity Scale (FSS),measurement_source_value,fss_low_motivation,My motivation is lower when I am fatigued.,,,,
prov-2255,Fatigue Severity Scale (FSS),measurement_source_value,fss_prevnts_sustnd_phys_fxn,My fatigue prevents sustained physical functioning.,,,,
prov-2256,Follow up Telephone Call Form,observation_source_value,telephone_continue_5mg,Patient given instructions to continue 5mg of study medication by mouth twice daily,,,,
prov-2257,Follow up Telephone Call Form,observation_source_value,telephone_health_status_change,Any change in your health status since your last visit to NIH?,,,,
prov-2258,Follow up Telephone Call Form,observation_source_value,telephone_med_change,Any changes in Patient's current and concomitant medications since your last visit to NIH?,,,,
prov-2259,Follow up Telephone Call Form,observation_source_value,telephone_side_effects_reconsider,Any other side effects noted to reconsider continued dosing?,,,,
prov-2260,Follow up Telephone Call Form,observation_source_value,telephone_study_drug_compliance,Compliance with study drug- 5mg (1 tablet) twice daily,,,,
prov-2261,Inclusion/Exclusion Checklist,observation_source_value,ec_addiontal_healthy_volunteers,Additional exclusion criteria if a Healthy Volunteers (HV):,,,,
prov-2262,Inclusion/Exclusion Checklist,observation_source_value,ec_inform_consent,Anyone not able to give consent/assent or parental/guardian consent.,,,,
prov-2263,Inclusion/Exclusion Checklist,observation_source_value,ec_medical,"Significant concurrent medical condition or other circumstances that, in the opinion of principal investigator, may affect the participant's ability to tolerate or complete the study, such as concurrent chemotherapy or bleeding disorders.",,,,
prov-2264,Inclusion/Exclusion Checklist,observation_source_value,ic_healthy_volunteer_agree_age_18,"Healthy volunteers (male and female) must be 18 years of age or older, and must agree to have blood, urine, saliva, or tissue samples studied.",,,,
prov-2265,Inclusion/Exclusion Checklist,observation_source_value,ic_salivary_glands_disease,"Persons older than 4 years of age, affected with diseases/disorders involving the salivary glands, or who is a relative of a person who is affected with these diseases/disorders.",,,,
prov-2266,Inclusion/Exclusion Criteria,observation_source_value,ec_age,Age <16 years,,,,
prov-2267,Inclusion/Exclusion Criteria,observation_source_value,ec_comply_follow_up,Inability or unwillingness to comply with follow up requirements,,,,
prov-2268,Inclusion/Exclusion Criteria,observation_source_value,ec_psychosis,"Any medical or psychological/psychiatric condition or treatment that, in the opinion of the Principal Investigator, would exclude the subjects from the research studies (e.g., alternative explanation for subjects' signs and symptoms)",,,,
prov-2269,Inclusion/Exclusion Criteria,observation_source_value,ic_2_common_manifest,"ii. 2 or more common manifestations of SS which are not included in the EA criteria (e.g., fatigue, vasculitis, arthritis, autonomic dysfunction, etc) and are not explained by other conditions",,,,
prov-2270,Inclusion/Exclusion Criteria,observation_source_value,ic_consent,Ability to sign informed consent form,,,,
prov-2271,Inclusion/Exclusion Criteria,observation_source_value,ic_ea_2_manifest_ss,"i. at least 2 of the two EA criteria with a common manifestation of SS not included in these criteria (e.g., fatigue, vasculitis, arthritis, etc)",,,,
prov-2272,Inclusion/Exclusion Criteria,observation_source_value,ic_ea_exclude_ss_group,b. Excluded from the EA criteria because of a comorbid condition but otherwise fulfilling the European-American classification criteria (EA excluded SS group),,,,
prov-2273,Inclusion/Exclusion Criteria,observation_source_value,ic_hv,d. Healthy Volunteer,,,,
prov-2274,Inclusion/Exclusion Criteria,observation_source_value,ic_sjogrens_prim_sec,a. Sjogren's defined by European-American (EA) classification criteria for primary or secondary Sjogren's syndrome (SS group),,,,
prov-2275,IPSCs Specimen,observation_source_value,ipcs_specimen,Was specimen obtained for IPSCs?,,,,
prov-2276,Medications,route_source_value,IM,IM,,,,
prov-2277,Medications,route_source_value,Intranasal,Intranasal,,,,
prov-2278,Medications,route_source_value,IV,IV,,,,
prov-2279,Medications,route_source_value,Per rectum,Per rectum,,,,
prov-2280,Medications,route_source_value,PO,PO,,,,
prov-2281,Medications,route_source_value,SC,SC,,,,
prov-2282,Medications,route_source_value,Topical,Topical,,,,
prov-2283,Medications,route_source_value,Transdermal,Transdermal,,,,
prov-2284,Mood Questionnaire,observation_source_value,could_not_go,"I could not get ""going.""",,,,
prov-2285,Mood Questionnaire,observation_source_value,could_not_shake_off_blues_help_family,I felt that I could not shake off the blues even with help from my family or friends.,,,,
prov-2286,Mood Questionnaire,observation_source_value,effort,I felt that everything I did was an effort.,,,,
prov-2287,Mood Questionnaire,observation_source_value,felt_good_as_other_people,I felt I was just as good as other people.,,,,
prov-2288,Mood Questionnaire,observation_source_value,people_dislike_me,I felt that people dislike me.,,,,
prov-2289,Mood Questionnaire,observation_source_value,talked_less,I talked less than usual.,,,,
prov-2290,Mood Questionnaire,observation_source_value,thought_life_failure,I thought my life had been a failure.,,,,
prov-2291,Mucosal Biopsy,observation_source_value,biopsy_comment,Comments,,,,
prov-2292,Mucosal Biopsy,observation_source_value,mucosal_biopsy,Was mucosal biopsy performed?,,,,
prov-2293,Multidimensional Assessment of Fatigue Scale,measurement_source_value,fat_q1,To what degree have you experienced fatigue? (1=Not at all; 10=A great deal),,,,
prov-2294,Multidimensional Assessment of Fatigue Scale,measurement_source_value,fat_q10,Engage in sexual activity  (1=Not at all; 10= A great deal),,,,
prov-2295,Multidimensional Assessment of Fatigue Scale,measurement_source_value,fat_q10_no_actvty,Don't do activity,,,,
prov-2296,Multidimensional Assessment of Fatigue Scale,measurement_source_value,fat_q11,Engage in lesiure and recreational activities  (1=Not at all; 10= A great deal),,,,
prov-2297,Multidimensional Assessment of Fatigue Scale,measurement_source_value,fat_q11_no_actvty,Don't do activity,,,,
prov-2298,Multidimensional Assessment of Fatigue Scale,measurement_source_value,fat_q12,Shop and do errands  (1=Not at all; 10= A great deal),,,,
prov-2299,Multidimensional Assessment of Fatigue Scale,measurement_source_value,fat_q12_no_actvty,Don't do activity,,,,
prov-2300,Multidimensional Assessment of Fatigue Scale,measurement_source_value,fat_q13,Walk  (1=Not at all; 10= A great deal),,,,
prov-2301,Multidimensional Assessment of Fatigue Scale,measurement_source_value,fat_q13_no_actvty,Don't do activity,,,,
prov-2302,Multidimensional Assessment of Fatigue Scale,measurement_source_value,fat_q14,"Exercise, other than walking  (1=Not at all; 10= A great deal)",,,,
prov-2303,Multidimensional Assessment of Fatigue Scale,measurement_source_value,fat_q14_no_actvty,Don't do activity,,,,
prov-2304,Multidimensional Assessment of Fatigue Scale,measurement_source_value,fat_q15,"Over the past week, how often have you been fatigued?",,,,
prov-2305,Multidimensional Assessment of Fatigue Scale,measurement_source_value,fat_q16,To what degree has your fatigue changed during the past week?,,,,
prov-2306,Multidimensional Assessment of Fatigue Scale,measurement_source_value,fat_q2,How severe is the fatigue which you have been experiencing? (1=Mild; 10=Severe),,,,
prov-2307,Multidimensional Assessment of Fatigue Scale,measurement_source_value,fat_q3,To what degree has fatigue caused you distress? (1=No distress; 10=A great deal of distress),,,,
prov-2308,Multidimensional Assessment of Fatigue Scale,measurement_source_value,fat_q4,Do household chores (1=Not at all; 10=A great deal),,,,
prov-2309,Multidimensional Assessment of Fatigue Scale,measurement_source_value,fat_q4_dont_do_activity,Don't do activity,,,,
prov-2310,Multidimensional Assessment of Fatigue Scale,measurement_source_value,fat_q5,Cook  (1=Not at all; 10=A great deal),,,,
prov-2311,Multidimensional Assessment of Fatigue Scale,measurement_source_value,fat_q5_dont_do_activity,Don't do activity,,,,
prov-2312,Multidimensional Assessment of Fatigue Scale,measurement_source_value,fat_q6,Bathe or wash  (1=Not at all; 10=A great deal),,,,
prov-2313,Multidimensional Assessment of Fatigue Scale,measurement_source_value,fat_q6_no_actvty,Don't do activity,,,,
prov-2314,Multidimensional Assessment of Fatigue Scale,measurement_source_value,fat_q7,Dress  (1=Not at all; 10=A great deal),,,,
prov-2315,Multidimensional Assessment of Fatigue Scale,measurement_source_value,fat_q7_no_actvty,Don't do activity,,,,
prov-2316,Multidimensional Assessment of Fatigue Scale,measurement_source_value,fat_q8_no_actvty,Don't do activity,,,,
prov-2317,Multidimensional Assessment of Fatigue Scale,measurement_source_value,fat_q9,Visit or socialize with friends or family  (1=Not at all; 10=A great deal),,,,
prov-2318,Multidimensional Assessment of Fatigue Scale,measurement_source_value,fat_q9_no_actvty,Don't do activity,,,,
prov-2319,Multidimensional Assessment of Fatigue Scale,measurement_source_value,fat_sample,"For example, suppose you really liked to sleep late in the mornings. You would probably select the number closer to the ""a great deal"" end of the line. This is where I put it:(1=Not at all; 10=A great deal)",,,,
prov-2320,Oral Exam Form,observation_source_value,active_caries_teeth,Active caries teeth,,,,
prov-2321,Oral Exam Form,observation_source_value,active_caries_teeth_spfy,"If yes, specify",,,,
prov-2322,Oral Exam Form,observation_source_value,athrush_culture_taken,Athrush Culture Taken,,,,
prov-2323,Oral Exam Form,observation_source_value,athrush_loc,Athrush Localization,,,,
prov-2324,Oral Exam Form,observation_source_value,buc_desqu,Desquamative disease,,,,
prov-2325,Oral Exam Form,observation_source_value,buc_desqu_l,Buc Desqu Left,,,,
prov-2326,Oral Exam Form,observation_source_value,buc_desqu_r,Buc Desqu Right,,,,
prov-2327,Oral Exam Form,observation_source_value,buc_eryth,Buc Eryth,,,,
prov-2328,Oral Exam Form,observation_source_value,buc_eryth_l,Buc Eryth Left,,,,
prov-2329,Oral Exam Form,observation_source_value,buc_eryth_r,Buc Eryth Right,,,,
prov-2330,Oral Exam Form,observation_source_value,buc_lp_l,Buc Lp Left,,,,
prov-2331,Oral Exam Form,observation_source_value,buc_lp_r,Buc Lp Right,,,,
prov-2332,Oral Exam Form,observation_source_value,buc_norm,Buc Normal,,,,
prov-2333,Oral Exam Form,observation_source_value,buc_note,Buc Note,,,,
prov-2334,Oral Exam Form,observation_source_value,buc_other,Buc Other,,,,
prov-2335,Oral Exam Form,observation_source_value,buc_other_l,Buc Other Left,,,,
prov-2336,Oral Exam Form,observation_source_value,buc_other_r,Buc Other Right,,,,
prov-2337,Oral Exam Form,observation_source_value,buc_redles,Buc Redles,,,,
prov-2338,Oral Exam Form,observation_source_value,buc_redles_l,Buc Redles Left,,,,
prov-2339,Oral Exam Form,observation_source_value,buc_redles_r,Buc Redles Right,,,,
prov-2340,Oral Exam Form,observation_source_value,buc_trauma_l,Buc Trauma Left,,,,
prov-2341,Oral Exam Form,observation_source_value,buc_trauma_r,Buc Trauma Right,,,,
prov-2342,Oral Exam Form,observation_source_value,buc_ulcer_r,Buc Ulcer Right,,,,
prov-2343,Oral Exam Form,observation_source_value,buc_whitel,Buc Whitel,,,,
prov-2344,Oral Exam Form,observation_source_value,buc_whitel_l,Buc Whitel Left,,,,
prov-2345,Oral Exam Form,observation_source_value,buc_whitel_r,Buc Whitel Right,,,,
prov-2346,Oral Exam Form,observation_source_value,fom_lesion,White/red lesions,,,,
prov-2347,Oral Exam Form,observation_source_value,fom_norm,Fom Normal,,,,
prov-2348,Oral Exam Form,observation_source_value,fom_note,Fom Note,,,,
prov-2349,Oral Exam Form,observation_source_value,fom_other,Fom Other,,,,
prov-2350,Oral Exam Form,observation_source_value,fom_swell,Fom Swell,,,,
prov-2351,Oral Exam Form,observation_source_value,hpal_eryth,Hpal Eryth,,,,
prov-2352,Oral Exam Form,observation_source_value,hpal_leuk,Hpal Leuk,,,,
prov-2353,Oral Exam Form,observation_source_value,hpal_norm,Hpal Normal,,,,
prov-2354,Oral Exam Form,observation_source_value,hpal_note,Hpal Note,,,,
prov-2355,Oral Exam Form,observation_source_value,hpal_other,Hpal Other,,,,
prov-2356,Oral Exam Form,observation_source_value,hpal_ulcer,Hpal Ulcer,,,,
prov-2357,Oral Exam Form,observation_source_value,lip_drycha,"Dry, chapped",,,,
prov-2358,Oral Exam Form,observation_source_value,lip_norm,Lip Normal,,,,
prov-2359,Oral Exam Form,observation_source_value,lip_note,Lip Note,,,,
prov-2360,Oral Exam Form,observation_source_value,lip_other,Lip Other,,,,
prov-2361,Oral Exam Form,observation_source_value,muc_loc,Muc Localization,,,,
prov-2362,Oral Exam Form,observation_source_value,muc_y_n,Other mucosal lesions,,,,
prov-2363,Oral Exam Form,observation_source_value,muc_y_n_specify,Specify,,,,
prov-2364,Oral Exam Form,observation_source_value,mucobj,Objective rating,,,,
prov-2365,Oral Exam Form,observation_source_value,mucsub,Subjective rating,,,,
prov-2366,Oral Exam Form,route_source_value,Other,Other,,,,
prov-2367,Oral Exam Form,observation_source_value,pmthrush_culture_taken,Pmthrush Culture Taken,,,,
prov-2368,Oral Exam Form,observation_source_value,pmthrush_loc,Pmthrush Localization,,,,
prov-2369,Oral Exam Form,observation_source_value,salg_mass_subling_l,Salg Mass Subling Left,,,,
prov-2370,Oral Exam Form,observation_source_value,salg_mass_subling_r,Salg Mass Subling Right,,,,
prov-2371,Oral Exam Form,observation_source_value,salg_mass_submand_l,Salg Mass Submand Left,,,,
prov-2372,Oral Exam Form,observation_source_value,salg_note,Salg Note,,,,
prov-2373,Oral Exam Form,observation_source_value,salg_other,Salg Other,,,,
prov-2374,Oral Exam Form,observation_source_value,salg_other_parotid_l,Salg Other Parotid Left,,,,
prov-2375,Oral Exam Form,observation_source_value,salg_other_parotid_r,Salg Other Parotid Right,,,,
prov-2376,Oral Exam Form,observation_source_value,salg_other_subling_l,Salg Other Subling Left,,,,
prov-2377,Oral Exam Form,observation_source_value,salg_other_subling_r,Salg Other Subling Right,,,,
prov-2378,Oral Exam Form,observation_source_value,salg_other_submand_l,Salg Other Submand Left,,,,
prov-2379,Oral Exam Form,observation_source_value,salg_other_submand_r,Salg Other Submand Right,,,,
prov-2380,Oral Exam Form,observation_source_value,salg_pain_parotid_l,Salg Pain Parotid Left,,,,
prov-2381,Oral Exam Form,observation_source_value,salg_pain_parotid_r,Salg Pain Parotid Right,,,,
prov-2382,Oral Exam Form,observation_source_value,salg_pain_spfy,Please describe the pain,,,,
prov-2383,Oral Exam Form,observation_source_value,salg_pain_subling_l,Salg Pain Subling Left,,,,
prov-2384,Oral Exam Form,observation_source_value,salg_pain_subling_r,Salg Pain Subling Right,,,,
prov-2385,Oral Exam Form,observation_source_value,salg_pain_submand_l,Salg Pain Submand Left,,,,
prov-2386,Oral Exam Form,observation_source_value,salg_pain_submand_r,Salg Pain Submand Right,,,,
prov-2387,Oral Exam Form,observation_source_value,salg_swel,Salg Swel,,,,
prov-2388,Oral Exam Form,observation_source_value,salg_swel_subling_l,Salg Swel Subling Left,,,,
prov-2389,Oral Exam Form,observation_source_value,salg_swel_subling_r,Salg Swel Subling Right,,,,
prov-2390,Oral Exam Form,observation_source_value,salg_swel_submand_l,Salg Swel Submand Left,,,,
prov-2391,Oral Exam Form,observation_source_value,salg_swel_submand_r,Salg Swel Submand Right,,,,
prov-2392,Oral Exam Form,observation_source_value,salv_all,All 4 orifices,,,,
prov-2393,Oral Exam Form,observation_source_value,salv_lsmg,L submand,,,,
prov-2394,Oral Exam Form,observation_source_value,salv_none,Salv None,,,,
prov-2395,Oral Exam Form,observation_source_value,salv_rsmg,R submand,,,,
prov-2396,Oral Exam Form,observation_source_value,spal_eryth,Spal Eryth,,,,
prov-2397,Oral Exam Form,observation_source_value,spal_norm,Spal Normal,,,,
prov-2398,Oral Exam Form,observation_source_value,spal_note,Spal Note,,,,
prov-2399,Oral Exam Form,observation_source_value,spal_other,Spal Other,,,,
prov-2400,Oral Exam Form,observation_source_value,spal_ulcer,Spal Ulcer,,,,
prov-2401,Oral Exam Form,observation_source_value,spal_white,Spal White,,,,
prov-2402,Oral Exam Form,observation_source_value,thrush_culture_taken,Thrush Culture Taken,,,,
prov-2403,Oral Exam Form,observation_source_value,thrush_loc,Thrush Localization,,,,
prov-2404,Oral Exam Form,observation_source_value,tong_note,Tong Note,,,,
prov-2405,Oral Exam Form,observation_source_value,tong_other,Tong Other,,,,
prov-2406,Oral Exam Form,observation_source_value,tong_redle,Tong Redle,,,,
prov-2407,Oral Exam Form,observation_source_value,tong_totpa,Total papillary atrophy,,,,
prov-2408,Oral Exam Form,observation_source_value,tong_white,Tong White,,,,
prov-2409,Oral Health Impact Profile OHIP14,observation_source_value,ohip14_aching_mouth,Had painful aching in the mouth.,,,,
prov-2410,Oral Health Impact Profile OHIP14,observation_source_value,ohip14_diff_doing_jobs,Had difficulty doing usual jobs.,,,,
prov-2411,Oral Health Impact Profile OHIP14,observation_source_value,ohip14_diff_relax,Found it difficult to relax.,,,,
prov-2412,Oral Health Impact Profile OHIP14,observation_source_value,ohip14_interrupt_meals,Had to interrupt meals.,,,,
